                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.72522,                 1.3374,                0.57594,                 1.0209,                0.83895,                0.73896,                0.76748,                0.59782,                0.74382,                0.68675,                0.65015,                0.21953,                0.87805,                  1.169,                0.87799,                 1.0213,              0.0006536,              0.0006536,              0.0006536
                     71,                0.72573,                 1.3431,                0.57022,                 1.0267,                0.82764,                 0.7521,                0.76538,                0.59431,                0.78588,                0.67068,                0.65669,                0.22022,                0.91036,                 1.1751,                0.86355,                 1.0592,              0.0006338,              0.0006338,              0.0006338
                     72,                0.72449,                 1.3475,                0.55414,                 1.0249,                0.79814,                0.78313,                0.78269,                0.60054,                0.73453,                0.69478,                0.66142,                0.21532,                0.87893,                 1.1602,                0.85232,                 1.0203,               0.000614,               0.000614,               0.000614
                     73,                0.72463,                 1.3501,                0.56333,                 1.0214,                0.83724,                0.76439,                0.78709,                0.61507,                0.76638,                0.70683,                0.66368,                0.21741,                0.87876,                 1.1661,                0.80438,                  1.023,              0.0005942,              0.0005942,              0.0005942
                     74,                0.70606,                 1.3249,                 0.5477,                 1.0121,                 0.8743,                0.73896,                0.82087,                 0.6362,                0.79352,                0.67068,                0.69337,                0.23112,                0.84117,                 1.1684,                0.82012,                 1.0008,              0.0005744,              0.0005744,              0.0005744
                     75,                0.70302,                 1.3232,                0.53931,                 1.0086,                0.87999,                0.76563,                0.81666,                0.63092,                0.78862,                 0.6747,                0.66161,                0.22546,                0.84889,                 1.1843,                0.81127,                 1.0102,              0.0005546,              0.0005546,              0.0005546
                     76,                0.70814,                 1.3157,                0.54079,                 1.0128,                0.86281,                0.75771,                 0.8011,                0.62738,                0.78146,                0.68675,                0.67013,                 0.2185,                0.87164,                 1.2147,                0.84389,                 1.0308,              0.0005348,              0.0005348,              0.0005348
                     77,                0.70819,                 1.3223,                 0.5444,                 1.0154,                0.84772,                0.73775,                0.79049,                0.62812,                0.80814,                0.65863,                0.66515,                0.22337,                0.81568,                 1.1767,                0.85568,                0.99836,               0.000515,               0.000515,               0.000515
                     78,                0.67829,                 1.3019,                0.50556,                0.99862,                0.84827,                0.73494,                0.78463,                0.61795,                0.79147,                0.68273,                0.66737,                0.21546,                 0.8446,                 1.1825,                0.84755,                  1.027,              0.0004952,              0.0004952,              0.0004952
                     79,                0.69203,                 1.3203,                 0.5259,                  1.005,                0.83714,                0.73896,                0.76855,                0.60122,                0.76811,                0.67871,                 0.6447,                0.21559,                 0.8765,                  1.175,                0.83502,                 1.0674,              0.0004754,              0.0004754,              0.0004754
                     80,                0.68281,                 1.3023,                0.51622,                  1.003,                0.81508,                0.77888,                0.80254,                0.61042,                0.78743,                0.68675,                0.65568,                0.21032,                0.90607,                 1.1709,                 0.8217,                 1.0566,              0.0004556,              0.0004556,              0.0004556
                     81,                0.68556,                 1.3148,                0.51612,                 1.0027,                0.83588,                0.79116,                0.81609,                0.64259,                0.76176,                0.70628,                0.67751,                0.22689,                0.85961,                 1.1866,                0.79563,                 1.0268,              0.0004358,              0.0004358,              0.0004358
                     82,                0.68819,                  1.315,                0.52005,                 1.0048,                0.80715,                0.79002,                0.78689,                0.61377,                0.77654,                0.68385,                0.68049,                0.22467,                0.88447,                 1.1847,                0.84659,                 1.0433,               0.000416,               0.000416,               0.000416
                     83,                0.68489,                 1.2913,                0.51894,                 1.0029,                0.81504,                0.76099,                0.77937,                0.60028,                0.77839,                 0.6988,                0.67662,                0.21399,                0.88003,                 1.1873,                0.81376,                 1.0567,              0.0003962,              0.0003962,              0.0003962
                     84,                0.67096,                 1.3101,                0.49701,                0.99235,                0.80792,                0.79393,                0.79154,                0.62423,                0.76951,                0.67871,                0.67784,                0.22701,                0.87476,                 1.1741,                0.83837,                 1.0647,              0.0003764,              0.0003764,              0.0003764
                     85,                0.65975,                 1.2848,                0.48549,                 0.9902,                0.85857,                0.75581,                0.79922,                0.61128,                0.79238,                0.68973,                0.67725,                0.21249,                0.85855,                 1.1927,                 0.8134,                 1.0288,              0.0003566,              0.0003566,              0.0003566
                     86,                0.68345,                 1.3024,                0.50652,                 1.0028,                 0.8544,                0.73494,                0.77411,                0.61002,                0.80525,                0.67871,                0.64963,                0.21344,                 0.8571,                 1.1893,                0.81916,                 1.0265,              0.0003368,              0.0003368,              0.0003368
                     87,                0.66137,                 1.2941,                0.48472,                0.99115,                0.83707,                0.76343,                0.78498,                 0.5988,                0.80982,                0.66667,                0.67031,                0.21211,                0.88228,                 1.1866,                0.82982,                  1.076,               0.000317,               0.000317,               0.000317
                     88,                0.66357,                 1.2918,                0.48831,                0.99529,                0.84775,                  0.751,                0.77916,                0.59165,                0.77481,                0.68675,                0.66721,                0.21558,                0.88137,                 1.1999,                0.84069,                  1.056,              0.0002972,              0.0002972,              0.0002972
                     89,                0.66063,                 1.2848,                0.48148,                0.98616,                 0.8169,                0.76305,                0.79119,                0.60035,                0.74133,                0.69059,                0.66081,                0.21338,                0.86655,                 1.2094,                0.83367,                 1.0427,              0.0002774,              0.0002774,              0.0002774
                     90,                0.65613,                 1.2915,                0.47433,                0.98603,                0.83738,                0.75502,                0.78567,                0.59307,                0.75426,                0.67871,                0.64376,                0.20897,                0.86566,                 1.2015,                0.82441,                 1.0435,              0.0002576,              0.0002576,              0.0002576
                     91,                0.52326,                0.95142,                0.43541,                0.97548,                0.81812,                0.75875,                0.76384,                0.59866,                0.75434,                 0.6906,                0.65147,                0.20916,                0.85412,                 1.2061,                0.84724,                 1.0185,              0.0002378,              0.0002378,              0.0002378
                     92,                0.50219,                0.94849,                0.41043,                0.96568,                0.83869,                0.74699,                0.77335,                 0.5969,                0.75846,                 0.6747,                0.63814,                0.20717,                0.89247,                 1.2176,                0.84243,                 1.0539,               0.000218,               0.000218,               0.000218
                     93,                0.49795,                0.95084,                0.40017,                0.96188,                0.85658,                0.74699,                  0.791,                0.59931,                0.76604,                0.67068,                0.63286,                0.20784,                0.86382,                 1.2232,                0.81158,                 1.0362,              0.0001982,              0.0001982,              0.0001982
                     94,                0.49306,                0.93619,                0.39896,                0.96023,                0.81917,                0.74699,                0.77876,                0.58483,                0.73516,                0.65462,                0.61663,                0.20769,                0.89958,                 1.2072,                0.83734,                 1.0687,              0.0001784,              0.0001784,              0.0001784
                     95,                0.48796,                0.93503,                0.38963,                 0.9577,                0.83341,                0.72289,                0.75906,                0.57631,                0.75968,                0.66017,                 0.6373,                0.20861,                 0.9062,                 1.2254,                0.85494,                  1.065,              0.0001586,              0.0001586,              0.0001586
                     96,                0.48598,                0.93411,                0.37976,                0.95683,                0.81852,                0.76707,                0.78234,                0.59522,                0.73808,                0.69076,                0.64196,                0.21395,                0.89501,                 1.2312,                0.85972,                 1.0551,              0.0001388,              0.0001388,              0.0001388
                     97,                0.47985,                0.92403,                0.36804,                 0.9562,                0.84326,                0.75624,                0.77112,                 0.5911,                0.77787,                0.69076,                 0.6458,                0.20731,                0.87242,                 1.2343,                 0.8701,                 1.0464,               0.000119,               0.000119,               0.000119
                     98,                0.47173,                0.92205,                0.36349,                0.94873,                0.83517,                0.73257,                0.77677,                0.58332,                0.73433,                0.67871,                0.63628,                 0.2038,                0.88076,                 1.2294,                0.87104,                  1.062,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.47052,                 0.9209,                0.36414,                0.94805,                0.82806,                0.75502,                0.77878,                0.58647,                0.75383,                0.68675,                0.63272,                0.20199,                0.87693,                 1.2344,                0.86409,                 1.0589,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.46942,                0.91741,                 0.3598,                0.95215,                0.81571,                0.76707,                0.78012,                0.58561,                0.73925,                0.69453,                0.63957,                0.20334,                0.86626,                 1.2394,                0.84014,                 1.0494,               5.96e-05,               5.96e-05,               5.96e-05
